كد درس,نام درس,نوع درس,تعداد واحد نظري,تعداد واحد عملي,كد ارائه کلاس درس,نام كلاس درس,مقطع ارائه درس,نوع ارائه,سطح ارائه,حداقل ظرفيت,حداكثر ظرفيت,تعداد ثبت نامي تاکنون,زمانبندي تشکيل کلاس,زمان امتحان,استاد,ساير اساتيد,مكان برگزاري,دانشجويان مجاز به اخذ کلاس,گروه آموزشی,دانشکده,واحد,استان
99083,انس با قرآن کریم,نظري,1,0,163811016,,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,25,,چهارشنبه  از 13:15 تا 15:00,1403/10/08 از 15:30 تا 17:00,فاطمه علی زاده,,دانشکده علوم انسانی-317,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99083,انس با قرآن کریم,نظري,1,0,163811015,,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,25,,دوشنبه  از 15:00 تا 16:45,1403/10/08 از 15:30 تا 17:00,فاطمه علی زاده,,دانشکده علوم انسانی-317,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99083,انس با قرآن کریم,نظري,1,0,163811014,,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,25,,دوشنبه  از 13:15 تا 15:00,1403/10/08 از 15:30 تا 17:00,فاطمه علی زاده,,دانشکده علوم انسانی-317,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99083,انس با قرآن کریم,نظري,1,0,163811013,,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,25,,شنبه  از 15:00 تا 16:45,1403/10/08 از 15:30 تا 17:00,فاطمه علی زاده,,دانشکده علوم انسانی-317,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99083,انس با قرآن کریم,نظري,1,0,163811012,,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,25,,شنبه  از 13:15 تا 15:00,1403/10/08 از 15:30 تا 17:00,فاطمه علی زاده,,دانشکده علوم انسانی-317,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99083,انس با قرآن کریم,نظري,1,0,163811011,,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,25,,سه شنبه  از 11:00 تا 11:45 سه شنبه  از  ...,1403/10/08 از 15:30 تا 17:00,فرزانه مسعودی,,دانشکده علوم انسانی-317,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99083,انس با قرآن کریم,نظري,1,0,163811010,,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,25,,سه شنبه  از 09:15 تا 11:00,1403/10/08 از 15:30 تا 17:00,فرزانه مسعودی,,دانشکده علوم انسانی-317,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99083,انس با قرآن کریم,نظري,1,0,163811009,,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,25,,سه شنبه  از 07:30 تا 09:15,1403/10/08 از 15:30 تا 17:00,فرزانه مسعودی,,دانشکده علوم انسانی-317,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99083,انس با قرآن کریم,نظري,1,0,163811008,,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,25,,چهارشنبه  از 11:00 تا 11:45 چهارشنبه  از ...,1403/10/08 از 15:30 تا 17:00,زهرا معینی,,دانشکده علوم انسانی-317,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99083,انس با قرآن کریم,نظري,1,0,163811007,,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,25,,چهارشنبه  از 09:15 تا 11:00,1403/10/08 از 15:30 تا 17:00,زهرا معینی,,دانشکده علوم انسانی-317,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99083,انس با قرآن کریم,نظري,1,0,163811006,,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,25,,دوشنبه  از 11:00 تا 11:45 دوشنبه  از  از ...,1403/10/08 از 15:30 تا 17:00,زهرا معینی,,دانشکده علوم انسانی-317,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99083,انس با قرآن کریم,نظري,1,0,163811005,,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,25,,دوشنبه  از 09:15 تا 11:00,1403/10/08 از 15:30 تا 17:00,زهرا معینی,,دانشکده علوم انسانی-317,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90128,دانش خانواده و جمعیت,نظري,2,0,163811517,خواهران,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,45,,دوشنبه  از 07:30 تا 09:15,1403/10/13 از 15:30 تا 17:00,آفتاب جمالی سنگری,,دانشکده مهندسی یک-115,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99083,انس با قرآن کریم,نظري,1,0,163811004,,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,25,,دوشنبه  از 07:30 تا 09:15,1403/10/08 از 15:30 تا 17:00,زهرا معینی,,دانشکده علوم انسانی-317,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99083,انس با قرآن کریم,نظري,1,0,163811003,,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,25,,شنبه  از 11:00 تا 11:45 شنبه  از  از ...,1403/10/08 از 15:30 تا 17:00,زهرا معینی,,دانشکده علوم انسانی-317,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99083,انس با قرآن کریم,نظري,1,0,163811002,,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,25,,شنبه  از 09:15 تا 11:00,1403/10/08 از 15:30 تا 17:00,زهرا معینی,,دانشکده علوم انسانی-317,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99083,انس با قرآن کریم,نظري,1,0,163811001,,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,25,,شنبه  از 07:30 تا 09:15,1403/10/08 از 15:30 تا 17:00,زهرا معینی,,دانشکده علوم انسانی-317,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99073,اندیشه ها و وصایای امام خمینی(ره),نظري,1,0,163811209,خواهران,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,45,,يكشنبه  از 16:45 تا 18:30,1403/10/18 از 15:30 تا 17:00,خدايار پاك فطرت,,دانشکده اقتصاد ومدیریت-6,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99073,اندیشه ها و وصایای امام خمینی(ره),نظري,1,0,163811208,برادران,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,45,,يكشنبه  از 15:00 تا 16:45,1403/10/18 از 15:30 تا 17:00,خدايار پاك فطرت,,دانشکده اقتصاد ومدیریت-6,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99073,اندیشه ها و وصایای امام خمینی(ره),نظري,1,0,163811205,خواهران,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,45,,يكشنبه  از 13:15 تا 15:00,1403/10/18 از 15:30 تا 17:00,خدايار پاك فطرت,,دانشکده مهندسی یک-115,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99073,اندیشه ها و وصایای امام خمینی(ره),نظري,1,0,163811204,برادران,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,45,,يكشنبه  از 11:00 تا 11:45 يكشنبه  از  از ...,1403/10/18 از 15:30 تا 17:00,خدايار پاك فطرت,,دانشکده مهندسی یک-115,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99073,اندیشه ها و وصایای امام خمینی(ره),نظري,1,0,163811203,خواهران,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,45,,يكشنبه  از 09:15 تا 11:00,1403/10/18 از 15:30 تا 17:00,خدايار پاك فطرت,,دانشکده مهندسی یک-115,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99073,اندیشه ها و وصایای امام خمینی(ره),نظري,1,0,163811202,برادران,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,45,,يكشنبه  از 07:30 تا 09:15,1403/10/18 از 15:30 تا 17:00,خدايار پاك فطرت,,دانشکده مهندسی یک-115,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99073,اندیشه ها و وصایای امام خمینی(ره),نظري,1,0,163811238,خواهران,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,45,,يكشنبه  از 16:45 تا 18:30,1403/10/18 از 15:30 تا 17:00,عبدالحمید غریب نواز,,دانشکده علوم انسانی-202,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99073,اندیشه ها و وصایای امام خمینی(ره),نظري,1,0,163811237,برادران,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,45,,يكشنبه  از 15:00 تا 16:45,1403/10/18 از 15:30 تا 17:00,عبدالحمید غریب نواز,,دانشکده علوم انسانی-202,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99073,اندیشه ها و وصایای امام خمینی(ره),نظري,1,0,163811236,برادران,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,45,,پنج شنبه  از 13:15 تا 15:00,1403/10/18 از 15:30 تا 17:00,عبدالحمید غریب نواز,,دانشکده علوم انسانی-202,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99073,اندیشه ها و وصایای امام خمینی(ره),نظري,1,0,163811235,خواهران,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,45,,پنج شنبه  از 11:00 تا 11:45 پنج شنبه  از ...,1403/10/18 از 15:30 تا 17:00,عبدالحمید غریب نواز,,دانشکده علوم انسانی-202,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99073,اندیشه ها و وصایای امام خمینی(ره),نظري,1,0,163811234,خواهران,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,45,,پنج شنبه  از 09:15 تا 11:00,1403/10/18 از 15:30 تا 17:00,عبدالحمید غریب نواز,,دانشکده علوم انسانی-202,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99073,اندیشه ها و وصایای امام خمینی(ره),نظري,1,0,163811233,برادران,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,45,,شنبه  از 16:45 تا 18:30,1403/10/18 از 15:30 تا 17:00,عبدالحمید غریب نواز,,دانشکده اقتصاد ومدیریت-7,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99073,اندیشه ها و وصایای امام خمینی(ره),نظري,1,0,163811232,برادران,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,45,,شنبه  از 15:00 تا 16:45,1403/10/18 از 15:30 تا 17:00,عبدالحمید غریب نواز,,دانشکده اقتصاد ومدیریت-7,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99073,اندیشه ها و وصایای امام خمینی(ره),نظري,1,0,163811231,خواهران,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,45,,شنبه  از 13:15 تا 15:00,1403/10/18 از 15:30 تا 17:00,عبدالحمید غریب نواز,,دانشکده اقتصاد ومدیریت-7,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99073,اندیشه ها و وصایای امام خمینی(ره),نظري,1,0,163811230,برادران,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,45,,شنبه  از 11:00 تا 11:45 شنبه  از  از ...,1403/10/18 از 15:30 تا 17:00,عبدالحمید غریب نواز,,دانشکده علوم انسانی-202,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99073,اندیشه ها و وصایای امام خمینی(ره),نظري,1,0,163811229,خواهران,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,45,,شنبه  از 09:15 تا 11:00,1403/10/18 از 15:30 تا 17:00,عبدالحمید غریب نواز,,دانشکده علوم انسانی-202,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99093,زبان انگلیسی پیش دانشگاهی-ترکیبی,نظري,2,0,4031514,,كارشناسي پيوسته,ارائه ترکیبی در واحد منتخب,ارائه در سطح دانشکده,,100,,چهارشنبه  از 16:30 تا 18:00,1403/10/23 از 08:00 تا 10:00,لیلا اکبرپور,,,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99092,زبان انگلیسی عمومی-ترکیبی(3),نظري,1,0,4031805,,كارشناسي پيوسته,ارائه ترکیبی در واحد منتخب,ارائه در سطح دانشکده,,170,,دوشنبه  از 16:00 تا 17:00,1403/10/23 از 10:00 تا 12:00,زهرا زارع,,,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99092,زبان انگلیسی عمومی-ترکیبی(3),نظري,1,0,4031804,,كارشناسي پيوسته,ارائه ترکیبی در واحد منتخب,ارائه در سطح دانشکده,,200,,پنج شنبه  از 15:00 تا 16:00,1403/10/23 از 10:00 تا 12:00,فاطمه بهجت,,,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99092,زبان انگلیسی عمومی-ترکیبی(3),نظري,1,0,4031802,,كارشناسي پيوسته,ارائه ترکیبی در واحد منتخب,ارائه در سطح دانشکده,,100,,دوشنبه  از 11:30 تا 12:30,1403/10/23 از 10:00 تا 12:00,الهام شریف زاده,,,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99092,زبان انگلیسی عمومی-ترکیبی(3),نظري,1,0,4031801,,كارشناسي پيوسته,ارائه ترکیبی در واحد منتخب,ارائه در سطح دانشکده,,150,,دوشنبه  از 11:30 تا 12:30,1403/10/23 از 10:00 تا 12:00,وفا شجاع منش,,,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99092,زبان انگلیسی عمومی-ترکیبی(3),نظري,1,0,4031800,,كارشناسي پيوسته,ارائه ترکیبی در واحد منتخب,ارائه در سطح دانشکده,,200,,دوشنبه  از 10:30 تا 11:30,1403/10/23 از 10:00 تا 12:00,وفا شجاع منش,,,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99091,زبان انگلیسی عمومی-ترکیبی(2),نظري,1,0,4031706,,كارشناسي پيوسته,ارائه ترکیبی در واحد منتخب,ارائه در سطح دانشکده,,200,,دوشنبه  از 13:30 تا 14:30,1403/10/22 از 10:00 تا 12:00,ساناز دقت,,,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99091,زبان انگلیسی عمومی-ترکیبی(2),نظري,1,0,4031705,,كارشناسي پيوسته,ارائه ترکیبی در واحد منتخب,ارائه در سطح دانشکده,,200,,دوشنبه  از 12:30 تا 13:30,1403/10/22 از 10:00 تا 12:00,ساناز دقت,,,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99091,زبان انگلیسی عمومی-ترکیبی(2),نظري,1,0,4031704,,كارشناسي پيوسته,ارائه ترکیبی در واحد منتخب,ارائه در سطح دانشکده,,100,,دوشنبه  از 11:45 تا 12:45,1403/10/22 از 10:00 تا 12:00,نیلوفر نکیسایی,,,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99091,زبان انگلیسی عمومی-ترکیبی(2),نظري,1,0,4031703,,كارشناسي پيوسته,ارائه ترکیبی در واحد منتخب,ارائه در سطح دانشکده,,150,,دوشنبه  از 15:00 تا 16:00,1403/10/22 از 10:00 تا 12:00,زهرا زارع,,,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99091,زبان انگلیسی عمومی-ترکیبی(2),نظري,1,0,4031702,,كارشناسي پيوسته,ارائه ترکیبی در واحد منتخب,ارائه در سطح دانشکده,,150,,دوشنبه  از 17:30 تا 18:30,1403/10/22 از 10:00 تا 12:00,زهرا زارع,,,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99091,زبان انگلیسی عمومی-ترکیبی(2),نظري,1,0,4031701,,كارشناسي پيوسته,ارائه ترکیبی در واحد منتخب,ارائه در سطح دانشکده,,150,,دوشنبه  از 10:30 تا 11:30,1403/10/22 از 10:00 تا 12:00,الهام شریف زاده,,,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99091,زبان انگلیسی عمومی-ترکیبی(2),نظري,1,0,4031700,,كارشناسي پيوسته,ارائه ترکیبی در واحد منتخب,ارائه در سطح دانشکده,,100,,دوشنبه  از 09:30 تا 10:30,1403/10/22 از 10:00 تا 12:00,الهام شریف زاده,,,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99090,زبان انگلیسی عمومی-ترکیبی(1),نظري,1,0,4031605,,كارشناسي پيوسته,ارائه ترکیبی در واحد منتخب,ارائه در سطح دانشکده,,200,,سه شنبه  از 15:30 تا 16:30,1403/10/22 از 08:00 تا 10:00,ساناز دقت,,,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99090,زبان انگلیسی عمومی-ترکیبی(1),نظري,1,0,4031606,,كارشناسي پيوسته,ارائه ترکیبی در واحد منتخب,ارائه در سطح دانشکده,,150,,سه شنبه  از 14:30 تا 15:30,1403/10/22 از 08:00 تا 10:00,ساناز دقت,,,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99090,زبان انگلیسی عمومی-ترکیبی(1),نظري,1,0,4031604,,كارشناسي پيوسته,ارائه ترکیبی در واحد منتخب,ارائه در سطح دانشکده,,200,,دوشنبه  از 10:30 تا 11:30,1403/10/22 از 13:00 تا 15:00,نیلوفر نکیسایی,,,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99090,زبان انگلیسی عمومی-ترکیبی(1),نظري,1,0,4031603,,كارشناسي پيوسته,ارائه ترکیبی در واحد منتخب,ارائه در سطح دانشکده,,200,,دوشنبه  از 11:30 تا 12:30,1403/10/22 از 13:00 تا 15:00,ساناز دقت,,,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99090,زبان انگلیسی عمومی-ترکیبی(1),نظري,1,0,4031602,,كارشناسي پيوسته,ارائه ترکیبی در واحد منتخب,ارائه در سطح دانشکده,,150,,دوشنبه  از 09:30 تا 10:30,1403/10/22 از 13:00 تا 15:00,لیلا اکبرپور,,,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99090,زبان انگلیسی عمومی-ترکیبی(1),نظري,1,0,4031601,,كارشناسي پيوسته,ارائه ترکیبی در واحد منتخب,ارائه در سطح دانشکده,,100,,دوشنبه  از 08:30 تا 09:30,1403/10/22 از 13:00 تا 15:00,الهام شریف زاده,,,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99090,زبان انگلیسی عمومی-ترکیبی(1),نظري,1,0,4031600,,كارشناسي پيوسته,ارائه ترکیبی در واحد منتخب,ارائه در سطح دانشکده,,200,,دوشنبه  از 07:30 تا 08:30,1403/10/22 از 13:00 تا 15:00,الهام شریف زاده,,,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99093,زبان انگلیسی پیش دانشگاهی-ترکیبی,نظري,2,0,4031513,,كارشناسي پيوسته,ارائه ترکیبی در واحد منتخب,ارائه در سطح دانشکده,,0,,چهارشنبه  از 15:00 تا 16:30,1403/10/23 از 08:00 تا 10:00,لیلا اکبرپور,,,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99093,زبان انگلیسی پیش دانشگاهی-ترکیبی,نظري,2,0,4031512,,كارشناسي پيوسته,ارائه ترکیبی در واحد منتخب,ارائه در سطح دانشکده,,100,,چهارشنبه  از 07:30 تا 09:00,1403/10/23 از 08:00 تا 10:00,فريبا فيض بر خلخالي نژاد,,,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99093,زبان انگلیسی پیش دانشگاهی-ترکیبی,نظري,2,0,4031511,,كارشناسي پيوسته,ارائه ترکیبی در واحد منتخب,ارائه در سطح دانشکده,,0,,چهارشنبه  از 07:30 تا 09:00,1403/10/23 از 08:00 تا 10:00,الهام طباطبايي,,,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99093,زبان انگلیسی پیش دانشگاهی-ترکیبی,نظري,2,0,4031510,,كارشناسي پيوسته,ارائه ترکیبی در واحد منتخب,ارائه در سطح دانشکده,,200,,دوشنبه  از 16:30 تا 18:00,1403/10/23 از 08:00 تا 10:00,ساناز دقت,,,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99093,زبان انگلیسی پیش دانشگاهی-ترکیبی,نظري,2,0,4031509,,كارشناسي پيوسته,ارائه ترکیبی در واحد منتخب,ارائه در سطح دانشکده,,100,,دوشنبه  از 15:00 تا 16:30,1403/10/23 از 08:00 تا 10:00,فاطمه بهجت,,,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99093,زبان انگلیسی پیش دانشگاهی-ترکیبی,نظري,2,0,4031508,,كارشناسي پيوسته,ارائه ترکیبی در واحد منتخب,ارائه در سطح دانشکده,,200,,دوشنبه  از 14:30 تا 16:00,1403/10/23 از 13:00 تا 15:00,مرضیه مهرنوش,,,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99093,زبان انگلیسی پیش دانشگاهی-ترکیبی,نظري,2,0,4031507,,كارشناسي پيوسته,ارائه ترکیبی در واحد منتخب,ارائه در سطح دانشکده,,0,,سه شنبه  از 16:30 تا 18:00,1403/10/23 از 13:00 تا 15:00,لیلا اکبرپور,,,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99093,زبان انگلیسی پیش دانشگاهی-ترکیبی,نظري,2,0,4031506,,كارشناسي پيوسته,ارائه ترکیبی در واحد منتخب,ارائه در سطح دانشکده,,0,,پنج شنبه  از 10:45 تا 12:15,1403/10/23 از 13:00 تا 15:00,لیلا اکبرپور,,,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99093,زبان انگلیسی پیش دانشگاهی-ترکیبی,نظري,2,0,4031505,,كارشناسي پيوسته,ارائه ترکیبی در واحد منتخب,ارائه در سطح دانشکده,,100,,دوشنبه  از 07:30 تا 09:00,1403/10/23 از 13:00 تا 15:00,ساناز دقت,,,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99093,زبان انگلیسی پیش دانشگاهی-ترکیبی,نظري,2,0,4031504,,كارشناسي پيوسته,ارائه ترکیبی در واحد منتخب,ارائه در سطح دانشکده,,100,,دوشنبه  از 09:00 تا 10:30,1403/10/23 از 13:00 تا 15:00,نیلوفر نکیسایی,,,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99093,زبان انگلیسی پیش دانشگاهی-ترکیبی,نظري,2,0,4031503,,كارشناسي پيوسته,ارائه ترکیبی در واحد منتخب,ارائه در سطح دانشکده,,100,,دوشنبه  از 09:00 تا 10:30,1403/10/23 از 13:00 تا 15:00,نفيسه لشگري,,,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99093,زبان انگلیسی پیش دانشگاهی-ترکیبی,نظري,2,0,4031502,,كارشناسي پيوسته,ارائه ترکیبی در واحد منتخب,ارائه در سطح دانشکده,,0,,دوشنبه  از 09:00 تا 10:30,1403/10/23 از 13:00 تا 15:00,وفا شجاع منش,,,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99093,زبان انگلیسی پیش دانشگاهی-ترکیبی,نظري,2,0,4031501,,كارشناسي پيوسته,ارائه ترکیبی در واحد منتخب,ارائه در سطح دانشکده,,0,,دوشنبه  از 07:30 تا 09:00,1403/10/23 از 13:00 تا 15:00,وفا شجاع منش,,,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99093,زبان انگلیسی پیش دانشگاهی-ترکیبی,نظري,2,0,4031500,,كارشناسي پيوسته,ارائه ترکیبی در واحد منتخب,ارائه در سطح دانشکده,,0,,دوشنبه  از 07:30 تا 09:00,1403/10/23 از 13:00 تا 15:00,نفيسه لشگري,,,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
55004,زبان انگلیسی  (پیش نیاز دانشگاهی),نظري,2,0,4031310,,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,0,,دوشنبه  از 11:00 تا 11:45 دوشنبه  از  از ...,1403/10/13 از 13:30 تا 15:30,علي اکبر کيهان پور,,دانشکده علوم انسانی-211,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
55004,زبان انگلیسی  (پیش نیاز دانشگاهی),نظري,2,0,4031308,,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,5,,يكشنبه  از 09:15 تا 11:00,1403/10/13 از 13:30 تا 15:30,سیده سارا رمضانی,,دانشکده مهارتی و کارآفرینی-205,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
55004,زبان انگلیسی  (پیش نیاز دانشگاهی),نظري,2,0,4031307,,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,5,,يكشنبه  از 07:30 تا 09:15,1403/10/13 از 13:30 تا 15:30,سیده سارا رمضانی,,دانشکده مهارتی و کارآفرینی-205,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
55004,زبان انگلیسی  (پیش نیاز دانشگاهی),نظري,2,0,4031309,,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,50,,چهارشنبه  از 14:30 تا 16:15,1403/10/13 از 13:30 تا 15:30,سیده سارا رمضانی,,دانشکده مهارتی و کارآفرینی-302,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
