كد درس,نام درس,نوع درس,تعداد واحد نظري,تعداد واحد عملي,كد ارائه کلاس درس,نام كلاس درس,مقطع ارائه درس,نوع ارائه,سطح ارائه,حداقل ظرفيت,حداكثر ظرفيت,تعداد ثبت نامي تاکنون,زمانبندي تشکيل کلاس,زمان امتحان,استاد,ساير اساتيد,مكان برگزاري,دانشجويان مجاز به اخذ کلاس,گروه آموزشی,دانشکده,واحد,استان
99062,ورزش 1,عملي,0,1,1636255,خواهران,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,15,,سه شنبه  از 09:15 تا 11:00,1403/09/27 از 09:30 تا 11:00,کاملیا عبدی,,163 - شيراز-سالن ورزشی هنر و معماری 1,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99062,ورزش 1,عملي,0,1,1636254,خواهران,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,15,,يكشنبه  از 12:00 تا 13:30,1403/09/25 از 08:00 تا 10:00,محدثه بسیجی,,163 - شيراز-ورزشی پردیس 1 سالن ب,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99062,ورزش 1,عملي,0,1,1636253,خواهران,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,15,,يكشنبه  از 10:30 تا 12:00,1403/09/25 از 08:00 تا 10:00,محدثه بسیجی,,163 - شيراز-ورزشی پردیس 1 سالن ب,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99062,ورزش 1,عملي,0,1,1636252,خواهران,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,15,,يكشنبه  از 09:00 تا 10:30,1403/09/25 از 08:00 تا 10:00,محدثه بسیجی,,163 - شيراز-ورزشی پردیس 1 سالن ب,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99062,ورزش 1,عملي,0,1,1636251,خواهران,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,15,,يكشنبه  از 07:30 تا 09:00,1403/09/25 از 08:00 تا 10:00,محدثه بسیجی,,163 - شيراز-ورزشی پردیس 1 سالن ب,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628143773,مباحث ویژه 1,نظري,3,0,1633154281,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,40,,چهارشنبه  از 10:15 تا 11:45 چهارشنبه  از ...,1403/07/01 از 06:28 تا 06:29,سعید صدیقی,,,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90881,آشنایی با دفاع مقدس,نظري,2,0,1638111046,برادران,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,45,,چهارشنبه  از 16:45 تا 18:30,1403/10/09 از 15:30 تا 17:00,مسيح گلکاري,,دانشکده مهندسی دو-209,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90881,آشنایی با دفاع مقدس,نظري,2,0,1638111045,خواهران,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,45,,چهارشنبه  از 15:00 تا 16:45,1403/10/09 از 15:30 تا 17:00,مسيح گلکاري,,دانشکده مهندسی دو-209,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90881,آشنایی با دفاع مقدس,نظري,2,0,1638111044,برادران ویژه ترم یک,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,0,,چهارشنبه  از 13:15 تا 15:00,1403/10/09 از 15:30 تا 17:00,مسيح گلکاري,,دانشکده مهندسی دو-209,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90881,آشنایی با دفاع مقدس,نظري,2,0,1638111041,خواهران ویژه ترم یک,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,0,,چهارشنبه  از 11:00 تا 11:45 چهارشنبه  از ...,1403/10/09 از 15:30 تا 17:00,مسيح گلکاري,,,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
98923,آیین زندگی (اخلاق کاربردی),نظري,2,0,163811631,برادران ویژه ترم یک,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,0,,دوشنبه  از 07:30 تا 09:15,1403/10/17 از 15:30 تا 17:00,مرتضی حق شناس,,دانشکده علوم انسانی-202,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
98923,آیین زندگی (اخلاق کاربردی),نظري,2,0,163811630,برادران ویژه ترم یک,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,0,,دوشنبه  از 11:00 تا 11:45 دوشنبه  از  از ...,1403/10/17 از 15:30 تا 17:00,مرتضی حق شناس,,,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
98923,آیین زندگی (اخلاق کاربردی),نظري,2,0,1638111629,خواهران,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,45,,دوشنبه  از 09:15 تا 11:00,1403/10/17 از 15:30 تا 17:00,مرتضی حق شناس,,دانشکده علوم انسانی-202,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628114947,پروژه فناوری اطلاعات,عملي,0,3,1633154276,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,50,,,,امین طوسی,,,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628183688,پروژه نرم افزار,عملي,0,3,1633154275,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,50,,,,امین طوسی,,,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628156372,کارآموزی,كارآموزي,0,1,1633154274,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,100,,,,,,,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90610,اندیشه اسلامی 1 (مبدا ومعاد),نظري,2,0,163811725,برادران,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,45,,چهارشنبه  از 15:00 تا 16:45,1403/10/11 از 15:30 تا 17:00,محمدعلی اخگر,,دانشکده مهندسی دو-109,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90610,اندیشه اسلامی 1 (مبدا ومعاد),نظري,2,0,163811724,برادران,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,45,,شنبه  از 13:15 تا 15:00,1403/10/11 از 15:30 تا 17:00,محمدعلی اخگر,,دانشکده مهندسی دو-110,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4594144453,مبانی بازیابی اطلاعات و جستجوی وب,نظري,3,0,1633154252,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,15,40,,سه شنبه  از 10:15 تا 11:45 سه شنبه  از  ...,1403/07/01 از 06:20 تا 06:21,مهدی محرابی,,دانشکده مهندسی یک-118,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628164737,مهندسی نرم افزار,نظري,3,0,1633154251,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,45,,يكشنبه  از 07:30 تا 10:15,1403/07/01 از 08:00 تا 09:00,وحید صفاری,,دانشکده مهندسی یک-210,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628155511,هوش مصنوعی و سیستم های خبره,نظري,3,0,1633154250,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,45,,يكشنبه  از 07:30 تا 10:15,,الهام پروین نیا,,دانشکده مهندسی یک-118,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628130407,زبان‌ تخصصی‌,نظري,2,0,1633154249,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,40,,سه شنبه  از 07:30 تا 09:15,1403/10/08 از 08:00 تا 10:00,امین طوسی,,دانشکده مهندسی یک-16کارگاه کامپیوتر,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628130407,زبان‌ تخصصی‌,نظري,2,0,1633154248,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,40,,سه شنبه  از 11:00 تا 11:45 سه شنبه  از  ...,1403/10/08 از 08:00 تا 10:00,امین طوسی,,دانشکده مهندسی یک-16کارگاه کامپیوتر,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628130407,زبان‌ تخصصی‌,نظري,2,0,1633154247,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,50,,سه شنبه  از 09:15 تا 11:00,1403/10/08 از 08:00 تا 10:00,امین طوسی,,دانشکده مهندسی یک-16کارگاه کامپیوتر,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628127605,روش پژوهش و ارایه,نظري,2,0,1633154246,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,45,,سه شنبه  از 09:15 تا 11:00,1403/10/08 از 08:00 تا 10:00,امین اسکندری,,دانشکده مهندسی یک-17کارگاه کامپیوتر,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628105776,اصول فناوری اطلاعات,نظري,3,0,1633154245,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,45,,دوشنبه  از 13:15 تا 15:45,1403/07/01 از 08:00 تا 09:00,مهدی صفرپور,,,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628105776,اصول فناوری اطلاعات,نظري,3,0,1633154244,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,45,,دوشنبه  از 10:15 تا 11:45 دوشنبه  از  از ...,1403/07/01 از 08:00 تا 09:00,مهدی صفرپور,,دانشکده مهندسی یک-210,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628127605,روش پژوهش و ارایه,نظري,2,0,1633154243,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,45,,دوشنبه  از 09:15 تا 11:00,1403/10/08 از 08:00 تا 10:00,امین طوسی,,دانشکده مهندسی یک-16کارگاه کامپیوتر,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628127605,روش پژوهش و ارایه,نظري,2,0,1633154242,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,45,,دوشنبه  از 07:30 تا 09:15,1403/10/08 از 08:00 تا 10:00,امین طوسی,,دانشکده مهندسی یک-16کارگاه کامپیوتر,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628147873,مدارهای منطقی,نظري,3,0,1633154241,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,45,,,1403/07/01 از 08:00 تا 09:00,محمدامین شایگان,,دانشکده مهندسی یک-118,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628105622,اصول طراحی کامپایلر,نظري,3,0,1633154240,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,45,,دوشنبه  از 10:15 تا 11:45 دوشنبه  از  از ...,,فرزاد قهرمانی,,دانشکده مهندسی یک-120,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628105622,اصول طراحی کامپایلر,نظري,3,0,1633154239,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,45,,دوشنبه  از 07:30 تا 10:15,1403/07/01 از 08:00 تا 09:00,فرزاد قهرمانی,,دانشکده مهندسی یک-120,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628132653,ساختمان‌های داده,نظري,3,0,1633154238,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,40,,دوشنبه  از 15:45 تا 18:30,1403/07/01 از 08:00 تا 09:00,صدیقه طاهری,,دانشکده مهندسی یک-120,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628132653,ساختمان‌های داده,نظري,3,0,1633154237,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,40,,دوشنبه  از 13:15 تا 15:45,1403/07/01 از 08:00 تا 09:00,صدیقه طاهری,,دانشکده مهندسی یک-120,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628153620,نظریه زبان‌ها و ماشین‌ها,نظري,3,0,1633154236,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,40,,دوشنبه  از 13:15 تا 15:45,1403/07/01 از 08:00 تا 09:00,غلامرضا ستوده,,دانشکده مهندسی یک-210,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628153620,نظریه زبان‌ها و ماشین‌ها,نظري,3,0,1633154235,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,40,,دوشنبه  از 07:30 تا 10:15,1403/07/01 از 08:00 تا 09:00,غلامرضا ستوده,,دانشکده مهندسی یک-210,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628153620,نظریه زبان‌ها و ماشین‌ها,نظري,3,0,1633154234,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,45,,يكشنبه  از 07:30 تا 10:15,1403/07/01 از 08:00 تا 09:00,کاظم براتی مهر,,دانشکده مهندسی یک-219,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628148579,مدیریت پروژه های فناوری اطلاعات,نظري,3,0,1633154233,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,45,,يكشنبه  از 10:15 تا 11:45 يكشنبه  از  از ...,1403/07/01 از 08:00 تا 09:00,وحید صفاری,,دانشکده مهندسی یک-210,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628132653,ساختمان‌های داده,نظري,3,0,1633154231,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,45,,يكشنبه  از 13:15 تا 15:45,1403/07/01 از 08:00 تا 09:00,صدیقه طاهری,,دانشکده مهندسی یک-210,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628147873,مدارهای منطقی,نظري,3,0,1633154230,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,45,,يكشنبه  از 15:45 تا 18:30,1403/07/01 از 08:00 تا 09:00,محمدامین شایگان,,دانشکده مهندسی یک-118,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628150474,معماری‌ کامپیوتر,نظري,3,0,1633154229,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,45,,يكشنبه  از 07:30 تا 10:15,1403/07/01 از 08:00 تا 09:00,محمد علی تبرزد,,دانشکده مهندسی یک-120,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628111667,برنامه‌سازی پیشرفته,نظري,3,0,1633154228,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,45,,يكشنبه  از 10:15 تا 11:45 يكشنبه  از  از ...,1403/07/01 از 08:00 تا 09:00,سعید صدیقی,,,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628111667,برنامه‌سازی پیشرفته,نظري,3,0,1633154227,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,45,,يكشنبه  از 07:30 تا 10:15,1403/07/01 از 08:00 تا 10:00,سعید صدیقی,,,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628182893,کارگاه برنامه نویسی مت لب,عملي,0,1,1633154226,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,35,,يكشنبه  از 10:15 تا 11:45 يكشنبه  از  از ...,1403/07/01 از 08:00 تا 10:00,علی حسینی,,دانشکده مهندسی یک-20کارگاه کامپیوتر,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628164509,مبانی بازبابی اطلاعات وجستجوی وب,نظري,3,0,1633154220,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,40,,سه شنبه  از 13:15 تا 15:45,1403/07/01 از 08:00 تا 09:00,مهدی محرابی,,دانشکده مهندسی یک-118,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628105622,اصول طراحی کامپایلر,نظري,3,0,1633154225,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,15,40,,سه شنبه  از 07:30 تا 10:15,1403/07/01 از 08:00 تا 09:00,فرزاد قهرمانی,,دانشکده مهندسی یک-120,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628132653,ساختمان‌های داده,نظري,3,0,1633154224,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,30,,دوشنبه  از 10:15 تا 11:45 دوشنبه  از  از ...,1403/10/09 از 08:00 تا 10:00,,,,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628132653,ساختمان‌های داده,نظري,3,0,1633154223,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,40,,دوشنبه  از 10:15 تا 11:45 دوشنبه  از  از ...,1403/10/09 از 08:00 تا 10:00,امین اسکندری,,دانشکده مهندسی یک-118,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99090,زبان انگلیسی عمومی-ترکیبی(1),نظري,1,0,4031614,,كارشناسي پيوسته,ارائه ترکیبی در واحد منتخب,ارائه در سطح دانشکده,,150,,سه شنبه  از 12:30 تا 13:30,1403/10/22 از 13:00 تا 15:00,سارا شفیعی,,,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99090,زبان انگلیسی عمومی-ترکیبی(1),نظري,1,0,4031613,,كارشناسي پيوسته,ارائه ترکیبی در واحد منتخب,ارائه در سطح دانشکده,,150,,سه شنبه  از 11:30 تا 12:30,1403/10/22 از 13:00 تا 15:00,سارا شفیعی,,,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99093,زبان انگلیسی پیش دانشگاهی-ترکیبی,نظري,2,0,4031519,,كارشناسي پيوسته,ارائه ترکیبی در واحد منتخب,ارائه در سطح دانشکده,,200,,سه شنبه  از 09:45 تا 11:15,1403/10/23 از 13:00 تا 15:00,سارا شفیعی,,,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99093,زبان انگلیسی پیش دانشگاهی-ترکیبی,نظري,2,0,4031518,,كارشناسي پيوسته,ارائه ترکیبی در واحد منتخب,ارائه در سطح دانشکده,,100,,سه شنبه  از 08:15 تا 09:45,1403/10/23 از 13:00 تا 15:00,سارا شفیعی,,,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628127605,روش پژوهش و ارایه,نظري,2,0,1633154222,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,15,40,,سه شنبه  از 07:30 تا 09:15,1403/07/01 از 06:19 تا 06:20,امین اسکندری,,دانشکده مهندسی یک-17کارگاه کامپیوتر,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628135313,سیگنال ها و سیستم ها,نظري,3,0,1633154219,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,15,40,,سه شنبه  از 15:45 تا 18:30,1403/07/01 از 06:18 تا 06:19,امیر رضا استخریان حقیقی,,دانشکده مهندسی یک-118,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628155511,هوش مصنوعی و سیستم های خبره,نظري,3,0,1633154214,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,15,40,,سه شنبه  از 07:30 تا 10:15,1403/07/01 از 06:14 تا 06:15,الهام پروین نیا,,دانشکده مهندسی یک-118,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628150474,معماری‌ کامپیوتر,نظري,3,0,1633154216,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,15,40,,سه شنبه  از 10:15 تا 11:45 سه شنبه  از  ...,1403/07/01 از 06:15 تا 06:16,محمد علی تبرزد,,دانشکده مهندسی یک-120,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628182893,کارگاه برنامه نویسی مت لب,عملي,0,1,1633154215,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,10,10,,يكشنبه  از 07:30 تا 10:15,1403/07/01 از 06:13 تا 06:14,علی حسینی,,دانشکده مهندسی یک-20کارگاه کامپیوتر,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628153620,نظریه زبان‌ها و ماشین‌ها,نظري,3,0,1633154211,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,15,40,,شنبه  از 10:15 تا 11:45 شنبه  از  از ...,1403/07/01 از 06:11 تا 06:12,کاظم براتی مهر,,دانشکده مهندسی یک-210,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628153620,نظریه زبان‌ها و ماشین‌ها,نظري,3,0,1633154210,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,15,40,,شنبه  از 07:30 تا 10:15,1403/07/01 از 06:10 تا 06:11,کاظم براتی مهر,,دانشکده مهندسی یک-210,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628111667,برنامه‌سازی پیشرفته,نظري,3,0,1633154207,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,15,40,,چهارشنبه  از 07:30 تا 10:15,1403/07/01 از 06:04 تا 06:05,سعید صدیقی,,دانشکده مهندسی یک-15کارگاه کامپیوتر,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628164737,مهندسی نرم افزار,نظري,3,0,1633154209,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,15,40,,شنبه  از 10:15 تا 11:45 شنبه  از  از ...,1403/07/01 از 06:06 تا 06:07,وحید صفاری,,دانشکده مهندسی یک-120,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628164737,مهندسی نرم افزار,نظري,3,0,1633154208,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,15,40,,شنبه  از 07:30 تا 10:15,1403/07/01 از 06:05 تا 06:06,وحید صفاری,,دانشکده مهندسی یک-120,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
98961,اخلاق اسلامی (مبانی و مفاهیم),نظري,2,0,163811621,برادران,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,0,,دوشنبه  از 11:00 تا 11:45 دوشنبه  از  از ...,1403/10/17 از 15:30 تا 17:00,محمد جواد رحمانی,,دانشکده مهندسی دو-210,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
98961,اخلاق اسلامی (مبانی و مفاهیم),نظري,2,0,163811625,خواهران,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,45,,يكشنبه  از 11:00 تا 11:45 يكشنبه  از  از ...,1403/10/17 از 15:30 تا 17:00,محمد جواد رحمانی,,دانشکده علوم انسانی-317,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628135053,سیستمهای چند رسانه ای,نظري,3,0,1633154206,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,15,40,,چهارشنبه  از 10:15 تا 11:45 چهارشنبه  از ...,1403/07/01 از 06:07 تا 06:08,علی حسینی,,دانشکده مهندسی یک-20کارگاه کامپیوتر,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628169362,سیستم های عامل,نظري,3,0,1633154205,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,15,40,,شنبه  از 13:15 تا 15:45,1404/07/01 از 06:02 تا 06:03,مهدی صفرپور,,دانشکده مهندسی یک-118,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628135053,سیستمهای چند رسانه ای,نظري,3,0,1633154203,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,15,40,,چهارشنبه  از 07:30 تا 10:15,1403/07/01 از 06:01 تا 06:02,علی حسینی,,دانشکده مهندسی یک-20کارگاه کامپیوتر,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628169362,سیستم های عامل,نظري,3,0,1633154204,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,15,40,,شنبه  از 10:15 تا 11:45 شنبه  از  از ...,1403/07/01 از 06:00 تا 06:01,مهدی صفرپور,,دانشکده مهندسی یک-118,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90128,دانش خانواده و جمعیت,نظري,2,0,163811530,برادران,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,45,,چهارشنبه  از 16:45 تا 18:30,1403/10/13 از 15:30 تا 17:00,سید خداکرم فلاحی,,دانشکده مهندسی یک-217,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
