کد درس,نام درس,نوع درس,تعداد واحد نظري,تعداد واحد عملي,کد ارائه کلاس درس,نام كلاس درس,زمانبندي تشکيل کلاس,استاد,ساير اساتيد,حداكثر ظرفيت,تعداد ثبت نامي تاکنون,زمان امتحان,مکان برگزاري,مقطع ارائه درس,نوع ارائه,سطح ارائه,دانشجويان مجاز به اخذ کلاس,گروه آموزشی,دانشکده,واحد,استان
4628153620,نظریه زبان‌ها و ماشین‌ها,نظري,3,0,1635441651,,دوشنبه از 13:15 تا 15:45,غلامرضا ستوده,,50,,1404/10/25 از 13:00 تا 15:00,مهندسی یک-320,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628153620,نظریه زبان‌ها و ماشین‌ها,نظري,3,0,1635441650,,دوشنبه از 07:30 تا 10:15,غلامرضا ستوده,,51,,1404/10/25 از 13:00 تا 15:00,مهندسی یک-320,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628153620,نظریه زبان‌ها و ماشین‌ها,نظري,3,0,1635441649,,دوشنبه از 13:15 تا 15:45,ایمان بادروح,,50,,1404/10/25 از 13:00 تا 15:00,مهندسی یک-15,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628153620,نظریه زبان‌ها و ماشین‌ها,نظري,3,0,1635441648,,دوشنبه از 15:45 تا 18:30,ایمان بادروح,,50,,1404/10/25 از 13:00 تا 15:00,مهندسی یک-15,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628156372,کارآموزی,كارآموزي,0,1,1635441429,,,امین اسکندری,,200,,,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
7000031529,معادلات دیفرانسیل,نظري,3,0,1635441428,,,امین اسکندری,,0,,1404/07/01 از 08:00 تا 10:00,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
55005,آمار و احتمال (پیش نیاز دانشگاهی),نظري,2,0,1635441384,قیراطی,سه شنبه از 13:15 تا 15:00,امین طوسی,,0,,1404/07/01 از 08:00 تا 10:00,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628164617,طراحی کامپیوتری سیستمهای دیجیتال,نظري,3,0,1635441363,,چهارشنبه از 10:15 تا 11:45 چهارشنبه از ...,مرجان افشار,,50,,1404/10/19 از 15:00 تا 16:30,مهندسی یک-304,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628164617,طراحی کامپیوتری سیستمهای دیجیتال,نظري,3,0,1635441362,,چهارشنبه از 07:30 تا 10:15,مرجان افشار,,50,,1404/10/19 از 15:00 تا 16:30,مهندسی یک-116,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628164617,طراحی کامپیوتری سیستمهای دیجیتال,نظري,3,0,1635441361,,چهارشنبه از 13:15 تا 15:45,مرجان افشار,,50,,1404/10/19 از 15:00 تا 16:30,مهندسی یک-304,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
7000031530,آمار و احتمال مهندسی,نظري,3,0,1635441383,,,,,57,,1404/10/24 از 10:00 تا 12:00,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628164617,طراحی کامپیوتری سیستمهای دیجیتال,نظري,3,0,1635441360,,,امین اسکندری,,0,,1404/10/19 از 15:00 تا 16:30,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
7000031530,آمار و احتمال مهندسی,نظري,3,0,1635441382,,,,,55,,1404/10/24 از 10:00 تا 12:00,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628164617,طراحی کامپیوتری سیستمهای دیجیتال,نظري,3,0,1635441359,,,امین اسکندری,,0,,1404/10/19 از 15:00 تا 16:30,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
7000031530,آمار و احتمال مهندسی,نظري,3,0,1635441381,,,,,57,,1404/10/24 از 10:00 تا 12:00,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628182893,کارگاه برنامه نویسی مت لب,عملي,0,1,1635441358,,پنج شنبه از 07:30 تا 09:15,علی حسینی,,15,,1404/10/11 از 07:30 تا 09:15,مهندسی یک-19 کارگاه کامپیوتر,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
7000031530,آمار و احتمال مهندسی,نظري,3,0,1635441380,,,,,57,,1404/10/24 از 10:00 تا 12:00,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628164617,طراحی کامپیوتری سیستمهای دیجیتال,نظري,3,0,1635441357,,,امین اسکندری,,0,,1404/10/19 از 15:00 تا 16:30,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628164617,طراحی کامپیوتری سیستمهای دیجیتال,نظري,3,0,1635441356,,,امین اسکندری,,0,,1404/10/19 از 15:00 تا 16:30,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
7000031530,آمار و احتمال مهندسی,نظري,3,0,1635441379,,,,,55,,1404/10/24 از 10:00 تا 12:00,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628164617,طراحی کامپیوتری سیستمهای دیجیتال,نظري,3,0,1635441355,,,امین اسکندری,,0,,1404/10/19 از 15:00 تا 16:30,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628137355,طراحی زبان های برنامه سازی,نظري,3,0,1635441354,,شنبه از 13:15 تا 15:45,ساره راجی اسدابادی,,50,,1404/10/18 از 13:00 تا 15:00,مهندسی یک-16,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628150360,معادلات دیفرانسیل,نظري,3,0,1635441418,,,امین طوسی,,0,,1404/07/01 از 08:00 تا 10:00,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
7000031530,آمار و احتمال مهندسی,نظري,3,0,1635441378,,,,,50,,1404/10/24 از 10:00 تا 12:00,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628137355,طراحی زبان های برنامه سازی,نظري,3,0,1635441353,,دوشنبه از 07:30 تا 10:15,ساره راجی اسدابادی,,50,,1404/10/18 از 13:00 تا 15:00,مهندسی یک-15,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628107851,آمار و احتمال مهندسی,نظري,3,0,163516351718171954,قیراطی,سه شنبه از 10:15 تا 11:45 سه شنبه از ...,آرین قیراطی,,50,,1404/10/24 از 10:00 تا 12:00,مهندسی یک-16,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628107851,آمار و احتمال مهندسی,نظري,3,0,1635441376,,چهارشنبه از 12:15 تا 13:15 چهارشنبه از ...,مهسا فاتحی,,55,,1404/10/24 از 10:00 تا 12:00,مهندسی یک-320,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628107851,آمار و احتمال مهندسی,نظري,3,0,1635441375,,سه شنبه از 10:15 تا 11:45 سه شنبه از ...,مهسا فاتحی,,50,,1404/10/24 از 10:00 تا 12:00,مهندسی یک-210,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628107851,آمار و احتمال مهندسی,نظري,3,0,1635441374,,چهارشنبه از 07:30 تا 10:15,هدیه جعفرپور,,50,,1404/10/24 از 10:00 تا 12:00,مهندسی یک-304,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628137355,طراحی زبان های برنامه سازی,نظري,3,0,1635441352,,دوشنبه از 12:15 تا 13:15 دوشنبه از از ...,ساره راجی اسدابادی,,50,,1404/10/18 از 13:00 تا 15:00,مهندسی یک-20کارگاه کامپیوتر,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628107851,آمار و احتمال مهندسی,نظري,3,0,1635441373,,شنبه از 10:15 تا 11:45 شنبه از از ...,ام البنین معطنی,,50,,1404/10/24 از 10:00 تا 12:00,مهندسی یک-210,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628137355,طراحی زبان های برنامه سازی,نظري,3,0,1635441351,,دوشنبه از 13:15 تا 15:45,ساره راجی اسدابادی,,50,,1404/10/18 از 13:00 تا 15:00,مهندسی یک-19 کارگاه کامپیوتر,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628107851,آمار و احتمال مهندسی,نظري,3,0,1635441372,,شنبه از 07:30 تا 10:15,ام البنین معطنی,,50,,1404/10/24 از 10:00 تا 12:00,مهندسی یک-210,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628137355,طراحی زبان های برنامه سازی,نظري,3,0,1635441350,,,امین اسکندری,,0,,1404/10/18 از 13:00 تا 15:00,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628135451,شبکه‌های کامپیوتری,نظري,3,0,1635441340,,دوشنبه از 15:45 تا 18:30,سعید حسن حسینی,,50,,1404/10/25 از 15:00 تا 16:30,مهندسی یک-215,كارشناسي پيوسته,ارائه همراه با کلاس عرصه,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628135451,شبکه‌های کامپیوتری,نظري,3,0,1635441339,,يكشنبه از 13:15 تا 15:45,محمد هادی عباس زاده نوبندگانی,,50,,1404/10/25 از 15:00 تا 16:30,مهندسی یک-16,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628135451,شبکه‌های کامپیوتری,نظري,3,0,1635441338,,يكشنبه از 15:45 تا 18:30,محمد هادی عباس زاده نوبندگانی,,50,,1404/10/25 از 15:00 تا 16:30,مهندسی یک-109,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
7000031536,ریاضیات گسسته,نظري,3,0,1635441371,,دوشنبه از 10:15 تا 13:15,فاطمه انوشه,,50,,1404/10/23 از 08:00 تا 10:00,مهندسی یک-320,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628169362,سیستم های عامل,نظري,3,0,1635441327,,يكشنبه از 10:15 تا 11:45 يكشنبه از از ...,مهدی صفرپور,,50,,1404/10/15 از 13:00 تا 15:00,مهندسی یک-120,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
7000031536,ریاضیات گسسته,نظري,3,0,1635441370,,چهارشنبه از 12:15 تا 13:15 چهارشنبه از ...,مژگان قنبرپور,,50,,1404/10/23 از 08:00 تا 10:00,مهندسی یک-17کارگاه کامپیوتر,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
7000031536,ریاضیات گسسته,نظري,3,0,1635441369,,دوشنبه از 07:30 تا 10:15,فاطمه انوشه,,50,,1404/10/23 از 08:00 تا 10:00,مهندسی یک-119,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
7000031536,ریاضیات گسسته,نظري,3,0,1635441368,,دوشنبه از 15:45 تا 18:30,محمد نقشینه فرد,,50,,1404/10/23 از 08:00 تا 10:00,مهندسی یک-109,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628160442,کارگاه کامپیوتر,عملي,0,1,1635441563,,دوشنبه از 11:00 تا 12:45,وحید صفاری,,0,,1404/10/08 از 11:00 تا 12:45,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628160442,کارگاه کامپیوتر,عملي,0,1,1635441562,اسم استاد: استاد سمیرا افراسیابی,دوشنبه از 09:15 تا 11:00,وحید صفاری,,0,,1404/10/08 از 09:15 تا 11:00,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628160442,کارگاه کامپیوتر,عملي,0,1,1635441561,اسم استاد: استاد سمیرا افراسیابی,دوشنبه از 07:30 تا 09:15,وحید صفاری,,0,,1404/10/08 از 07:30 تا 09:15,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628164737,مهندسی نرم افزار,نظري,3,0,1635441649,,دوشنبه از 10:15 تا 11:45 دوشنبه از از ...,مهدی بردبار,,0,,1404/10/18 از 15:00 تا 16:30,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628164737,مهندسی نرم افزار,نظري,3,0,1635441648,,دوشنبه از 07:30 تا 10:15,مهدی بردبار,,50,,1404/10/18 از 15:00 تا 16:30,مهندسی یک-17کارگاه کامپیوتر,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628143773,مباحث ویژه 1,نظري,3,0,1635441568,,يكشنبه از 13:15 تا 15:45,مهدی بردبار,,0,,1404/10/22 از 15:00 تا 16:30,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628143773,مباحث ویژه 1,نظري,3,0,1635441567,,يكشنبه از 10:15 تا 11:45 يكشنبه از از ...,مهدی بردبار,,0,,1404/10/22 از 15:00 تا 16:30,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628135313,سیگنال ها و سیستم ها,نظري,3,0,16310000000000000985,,دوشنبه از 10:15 تا 11:45 دوشنبه از از ...,گوهر ورامینی,,50,,1404/10/15 از 13:00 تا 15:00,مهندسی یک-17کارگاه کامپیوتر,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628182893,کارگاه برنامه نویسی مت لب,عملي,0,1,16310000000000000980,,پنج شنبه از 16:15 تا 18:00,علی حسینی,,15,,,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628182893,کارگاه برنامه نویسی مت لب,عملي,0,1,16310000000000000979,,پنج شنبه از 14:30 تا 16:15,علی حسینی,,15,,,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628182893,کارگاه برنامه نویسی مت لب,عملي,0,1,16310000000000000978,,شنبه از 07:30 تا 09:15,علی حسینی,,15,,,مهندسی یک-15,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628182893,کارگاه برنامه نویسی مت لب,عملي,0,1,16310000000000000977,,شنبه از 16:45 تا 18:30,علی حسینی,,15,,,مهندسی یک-15,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628114001,پایگاه‌ داده‌ها,نظري,3,0,16354412630000,استاد : صفاری,,,,2,,1404/10/25 از 08:00 تا 10:00,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628169362,سیستم های عامل,نظري,3,0,16310000000000000963,,پنج شنبه از 10:15 تا 11:45 پنج شنبه از ...,ايمان سيمائي,,50,,1404/10/15 از 13:00 تا 15:00,مهندسی یک-110,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628169362,سیستم های عامل,نظري,3,0,16310000000000000962,,چهارشنبه از 10:15 تا 11:45 چهارشنبه از ...,ايمان سيمائي,,50,,1404/10/15 از 13:00 تا 15:00,مهندسی یک- 18کارگاه کامپیوتر,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
7000023524,تحلیل شبکه های پیچیده,نظري,3,0,163330664,یرای دکترا,,,,2,,1404/10/20 از 08:00 تا 10:00,,دكتري تخصصي,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
7000031537,مدارهای منطقی,نظري,3,0,16354416080000,نام استاد : شعبانی,,,,5,,1404/10/22 از 13:00 تا 15:00,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
7000023159,الگوریتم های موازی,نظري,3,0,163330663,برای دکترا,,,,1,,1404/10/14 از 08:00 تا 10:00,,دكتري تخصصي,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
7000023172,سیستم های عامل پیشرفته,نظري,3,0,163330636,,پنج شنبه از 15:45 تا 18:30,مهدی محرابی,,0,,1404/10/18 از 08:00 تا 10:00,مهندسی یک-15,كارشناسي ارشد ناپيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
2039147393,محاسبات توری,نظري,3,0,163330637,,پنج شنبه از 07:30 تا 10:15,سید ابراهیم دشتی,,0,,1404/10/18 از 08:00 تا 10:00,مهندسی یک-320,كارشناسي ارشد ناپيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
6138156372,کارآموزی,كارآموزي,0,2,8888-22,,,زهراسادات عصایی معمم,,5,,,,كارشناسي ناپيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
6138156372,کارآموزی,كارآموزي,0,2,8888-25,,,احد سلطانی سروستانی,,5,,,,كارشناسي ناپيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
6138156372,کارآموزی,كارآموزي,0,2,8888-24,,,سمیه حق طلبی,,5,,,,كارشناسي ناپيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
6138156372,کارآموزی,كارآموزي,0,2,8888-23,,,علی حیدر زادگان,,5,,,,كارشناسي ناپيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
6138156372,کارآموزی,كارآموزي,0,2,8888-21,,,فهیمه تجرد,,5,,,,كارشناسي ناپيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
7000021354,مهندسی نرم افزار پیشرفته,نظري,3,0,163330635,,چهارشنبه از 13:15 تا 15:45,غلامرضا ستوده,,18,,1404/10/16 از 08:00 تا 10:00,مهندسی یک-219,كارشناسي ارشد ناپيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
7000021358,الگوریتم های موازی,نظري,3,0,163330634,,,,,16,,1404/10/14 از 08:00 تا 10:00,,كارشناسي ارشد ناپيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
7000020496,رایانش عصبی و یادگیری عمیق,نظري,3,0,163330633,رزرو,چهارشنبه از 07:30 تا 10:15,محمد علی اسدی,,0,,1404/10/17 از 08:00 تا 10:00,مهندسی یک-19 کارگاه کامپیوتر,كارشناسي ارشد ناپيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
2039169453,پردازش تصاویر رقمی,نظري,3,0,163330662,,چهارشنبه از 15:45 تا 18:30,مهدی محرابی,,0,,1404/10/24 از 08:00 تا 10:00,مهندسی یک-220,دكتري تخصصي,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628164509,مبانی بازبابی اطلاعات وجستجوی وب,نظري,3,0,1635441570,استاد رحیم بیگی,يكشنبه از 15:45 تا 18:30,مهدی محرابی,,50,,1404/10/24 از 08:00 تا 10:00,مهندسی یک-210,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628164509,مبانی بازبابی اطلاعات وجستجوی وب,نظري,3,0,16354415710,,سه شنبه از 13:15 تا 15:45,مهدی محرابی,,50,,1404/10/24 از 08:00 تا 10:00,مهندسی یک-207,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628164509,مبانی بازبابی اطلاعات وجستجوی وب,نظري,3,0,1635441571,استاد رحیم بیگی,يكشنبه از 13:15 تا 15:45,امین اسکندری,,50,,1404/10/24 از 08:00 تا 10:00,مهندسی یک-210,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
