کد درس,نام درس,نوع درس,تعداد واحد نظري,تعداد واحد عملي,کد ارائه کلاس درس,نام كلاس درس,زمانبندي تشکيل کلاس,استاد,ساير اساتيد,حداكثر ظرفيت,تعداد ثبت نامي تاکنون,زمان امتحان,مکان برگزاري,مقطع ارائه درس,نوع ارائه,سطح ارائه,دانشجويان مجاز به اخذ کلاس,گروه آموزشی,دانشکده,واحد,استان
90610,اندیشه اسلامی 1 (مبدا ومعاد),نظري,2,0,1639061010,برادران,سه شنبه از 07:30 تا 09:15,مهدی مهدوی اعلا,,45,,1404/10/22 از 16:30 تا 18:00,مهندسی یک-319,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90763,تفسیر موضوعی قرآن,نظري,2,0,1639076310,خواهران,دوشنبه از 11:00 تا 11:45 دوشنبه از از ...,نرجس نصرالهی,,45,,1404/10/17 از 16:30 تا 18:00,مهندسی یک-319,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
98841,اندیشه اسلامی 2‌ (نبوت و امامت),نظري,2,0,1639884125,خواهران,دوشنبه از 09:15 تا 11:00,دکتر مرتضی کشاورز,,45,,1404/10/18 از 16:30 تا 18:00,علوم انسانی-10,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99093,زبان انگلیسی پیش دانشگاهی-ترکیبی,نظري,2,0,4041025,,پنج شنبه از 07:30 تا 09:00,رها خویدی,,150,,1404/10/30 از 13:00 تا 15:00,,كارشناسي پيوسته,ارائه ترکیبی در واحد منتخب,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99093,زبان انگلیسی پیش دانشگاهی-ترکیبی,نظري,2,0,4041024,استاد فاطمه شریف زاده.,دوشنبه از 20:00 تا 21:30,فاطمه بهجت,,150,,1404/10/30 از 13:00 تا 15:00,,كارشناسي پيوسته,ارائه ترکیبی در واحد منتخب,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
98841,اندیشه اسلامی 2‌ (نبوت و امامت),نظري,2,0,1639884123,خواهران,دوشنبه از 07:30 تا 09:15,سمیه امیری,,45,,1404/10/18 از 16:45 تا 18:00,علوم انسانی-10,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99093,زبان انگلیسی پیش دانشگاهی-ترکیبی,نظري,2,0,4041023,ورودی جدید زبان,پنج شنبه از 11:00 تا 12:30,سپيده سالخورد,,100,,1404/10/30 از 13:00 تا 15:00,,كارشناسي پيوسته,ارائه ترکیبی در واحد منتخب,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99093,زبان انگلیسی پیش دانشگاهی-ترکیبی,نظري,2,0,4041022,ورودی جدید زبان,پنج شنبه از 09:00 تا 10:45,سپيده سالخورد,,64,,1404/10/30 از 13:00 تا 15:00,,كارشناسي پيوسته,ارائه ترکیبی در واحد منتخب,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99093,زبان انگلیسی پیش دانشگاهی-ترکیبی,نظري,2,0,4041021,ورودی جدید زبان,پنج شنبه از 07:30 تا 09:00,سپيده سالخورد,,31,,1404/10/30 از 13:00 تا 15:00,,كارشناسي پيوسته,ارائه ترکیبی در واحد منتخب,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
98841,اندیشه اسلامی 2‌ (نبوت و امامت),نظري,2,0,1639884122,برادران,يكشنبه از 16:45 تا 18:30,بهزاد محمدی,,45,,1404/10/18 از 16:30 تا 18:00,علوم انسانی-10,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99093,زبان انگلیسی پیش دانشگاهی-ترکیبی,نظري,2,0,4041020,,چهارشنبه از 17:30 تا 19:00,محمدجواد ریاستی,,150,,1404/10/30 از 13:00 تا 15:00,,كارشناسي پيوسته,ارائه ترکیبی در واحد منتخب,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
98841,اندیشه اسلامی 2‌ (نبوت و امامت),نظري,2,0,1639884118,خواهران,يكشنبه از 15:00 تا 16:45,بهزاد محمدی,,45,,1404/10/18 از 16:45 تا 18:00,علوم انسانی-10,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99093,زبان انگلیسی پیش دانشگاهی-ترکیبی,نظري,2,0,4041019,,چهارشنبه از 16:00 تا 17:30,محمدجواد ریاستی,,150,,1404/10/30 از 13:00 تا 15:00,,كارشناسي پيوسته,ارائه ترکیبی در واحد منتخب,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99093,زبان انگلیسی پیش دانشگاهی-ترکیبی,نظري,2,0,4041018,,چهارشنبه از 16:00 تا 17:30,لیلا اکبرپور,,150,,1404/10/30 از 13:00 تا 15:00,,كارشناسي پيوسته,ارائه ترکیبی در واحد منتخب,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90610,اندیشه اسلامی 1 (مبدا ومعاد),نظري,2,0,1639061025,خواهران,يكشنبه از 13:15 تا 15:00,دکتر مرتضی کشاورز,,45,,1404/10/22 از 16:30 تا 18:00,علوم انسانی-10,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99093,زبان انگلیسی پیش دانشگاهی-ترکیبی,نظري,2,0,4041017,,چهارشنبه از 14:30 تا 16:00,لیلا اکبرپور,,150,,1404/10/30 از 13:00 تا 15:00,,كارشناسي پيوسته,ارائه ترکیبی در واحد منتخب,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99093,زبان انگلیسی پیش دانشگاهی-ترکیبی,نظري,2,0,4041016,,چهارشنبه از 13:00 تا 14:30,مرجان کرد زنگنه,,150,,1404/10/30 از 13:00 تا 15:00,,كارشناسي پيوسته,ارائه ترکیبی در واحد منتخب,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90610,اندیشه اسلامی 1 (مبدا ومعاد),نظري,2,0,1639061024,برادران,يكشنبه از 09:15 تا 11:00,دکتر مرتضی کشاورز,,45,,1404/10/22 از 16:30 تا 18:00,علوم انسانی-10,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99093,زبان انگلیسی پیش دانشگاهی-ترکیبی,نظري,2,0,4041015,,چهارشنبه از 09:15 تا 10:45,فريبا فيض بر خلخالي نژاد,,150,,1404/10/30 از 13:00 تا 15:00,,كارشناسي پيوسته,ارائه ترکیبی در واحد منتخب,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99093,زبان انگلیسی پیش دانشگاهی-ترکیبی,نظري,2,0,4041014,,چهارشنبه از 07:30 تا 09:00,فريبا فيض بر خلخالي نژاد,,150,,1404/10/30 از 13:00 تا 15:00,,كارشناسي پيوسته,ارائه ترکیبی در واحد منتخب,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99093,زبان انگلیسی پیش دانشگاهی-ترکیبی,نظري,2,0,4041013,ویژه دانشجویان حسابداری,سه شنبه از 18:00 تا 19:30,سپيده غيائي,,4,,1404/10/30 از 08:00 تا 10:00,,كارشناسي پيوسته,ارائه ترکیبی در واحد منتخب,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99093,زبان انگلیسی پیش دانشگاهی-ترکیبی,نظري,2,0,4041012,ورودی جدید زبان,پنج شنبه از 09:15 تا 10:45,ندا اعتمادی,,8,,1404/10/30 از 08:00 تا 10:00,,كارشناسي پيوسته,ارائه ترکیبی در واحد منتخب,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90755,انقلاب اسلامی ایران,نظري,2,0,1639075520,خواهران,شنبه از 16:45 تا 18:30,زهرا قاسمی,,45,,1404/10/15 از 16:45 تا 18:00,علوم انسانی-10,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99093,زبان انگلیسی پیش دانشگاهی-ترکیبی,نظري,2,0,4041011,ورودی جدید مهندسی پزشکی,پنج شنبه از 07:30 تا 09:00,ندا اعتمادی,,0,,1404/10/30 از 08:00 تا 10:00,,كارشناسي پيوسته,ارائه ترکیبی در واحد منتخب,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90755,انقلاب اسلامی ایران,نظري,2,0,1639075519,خواهران,شنبه از 15:00 تا 16:45,زهرا قاسمی,,45,,1404/10/15 از 16:45 تا 18:00,علوم انسانی-10,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99093,زبان انگلیسی پیش دانشگاهی-ترکیبی,نظري,2,0,4041010,مختص دانشجویان میکروبیولوژی. ورودی جدید,دوشنبه از 19:00 تا 20:30,محمدجواد بهمئي,,0,,1404/10/30 از 08:00 تا 10:00,,كارشناسي پيوسته,ارائه ترکیبی در واحد منتخب,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90755,انقلاب اسلامی ایران,نظري,2,0,1639075518,خواهران,شنبه از 13:15 تا 15:00,زهرا قاسمی,,45,,1404/10/15 از 16:45 تا 18:00,علوم انسانی-10,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99093,زبان انگلیسی پیش دانشگاهی-ترکیبی,نظري,2,0,4041008,,دوشنبه از 17:30 تا 19:00,وفا شجاع منش,,150,,1404/10/30 از 08:00 تا 10:00,,كارشناسي پيوسته,ارائه ترکیبی در واحد منتخب,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99093,زبان انگلیسی پیش دانشگاهی-ترکیبی,نظري,2,0,4041007,,سه شنبه از 11:00 تا 12:30,سپيده غيائي,,150,,1404/10/30 از 08:00 تا 10:00,,كارشناسي پيوسته,ارائه ترکیبی در واحد منتخب,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99093,زبان انگلیسی پیش دانشگاهی-ترکیبی,نظري,2,0,4041006,,سه شنبه از 07:30 تا 09:00,نیلوفر نکیسایی,,150,,1404/10/30 از 08:00 تا 10:00,,كارشناسي پيوسته,ارائه ترکیبی در واحد منتخب,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99093,زبان انگلیسی پیش دانشگاهی-ترکیبی,نظري,2,0,4041005,,دوشنبه از 11:00 تا 12:30,ندا اعتمادی,,150,,1404/10/30 از 08:00 تا 10:00,,كارشناسي پيوسته,ارائه ترکیبی در واحد منتخب,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99093,زبان انگلیسی پیش دانشگاهی-ترکیبی,نظري,2,0,4041004,,سه شنبه از 17:30 تا 19:00,وفا شجاع منش,,150,,1404/10/30 از 08:00 تا 10:00,,كارشناسي پيوسته,ارائه ترکیبی در واحد منتخب,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99093,زبان انگلیسی پیش دانشگاهی-ترکیبی,نظري,2,0,4041003,,دوشنبه از 14:30 تا 16:00,محمدجواد بهمئي,,150,,1404/10/30 از 08:00 تا 10:00,,كارشناسي پيوسته,ارائه ترکیبی در واحد منتخب,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99093,زبان انگلیسی پیش دانشگاهی-ترکیبی,نظري,2,0,4041002,مختص دانشجویان سرکار خانم دکتر اخباری,دوشنبه از 09:15 تا 10:45,نفيسه لشگري,,0,,1404/10/30 از 08:00 تا 10:00,,كارشناسي پيوسته,ارائه ترکیبی در واحد منتخب,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99093,زبان انگلیسی پیش دانشگاهی-ترکیبی,نظري,2,0,4041001,,دوشنبه از 07:30 تا 09:00,نفيسه لشگري,,150,,1404/10/30 از 08:00 تا 10:00,,كارشناسي پيوسته,ارائه ترکیبی در واحد منتخب,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90180,زبان خارجی,نظري,3,0,4041007,"صرفا"""" کاردانی، کارشناسی ناپیوسته و کارشناسی ورودی قبل از 1401",دوشنبه از 15:45 تا 18:30,عبداله اميري,,50,,1404/10/20 از 16:30 تا 18:00,علوم انسانی-214,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90180,زبان خارجی,نظري,3,0,4041004,"صرفا"""" کاردانی، کارشناسی ناپیوسته و کارشناسی ورودی قبل از 1401",چهارشنبه از 10:15 تا 13:15,ندا شيرحدائق,,50,,1404/10/20 از 16:30 تا 18:00,علوم انسانی-214,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90180,زبان خارجی,نظري,3,0,4041005,"صرفا"""" کاردانی، کارشناسی ناپیوسته و کارشناسی ورودی قبل از 1401",دوشنبه از 13:15 تا 15:45,عبداله اميري,,50,,1404/10/20 از 16:30 تا 18:00,علوم انسانی-214,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
55004,زبان انگلیسی (پیش نیاز دانشگاهی),نظري,2,0,4041004,"صرفا"""" کاردانی، کارشناسی ناپیوسته و کارشناسی ورودی قبل از 1401",پنج شنبه از 11:00 تا 12:30,صفیه سیار,,50,,1404/10/17 از 16:30 تا 18:00,مهارتی -204,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90180,زبان خارجی,نظري,3,0,4041003,"صرفا"""" کاردانی، کارشناسی ناپیوسته و کارشناسی ورودی قبل از 1401",پنج شنبه از 10:00 تا 12:30,سیده سارا رمضانی,,50,,1404/10/20 از 16:30 تا 18:00,مهارتی -202,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90180,زبان خارجی,نظري,3,0,4041002,"صرفا"""" کاردانی، کارشناسی ناپیوسته و کارشناسی ورودی قبل از 1401",دوشنبه از 13:30 تا 16:00,حمید سلطانی,,50,,1404/10/20 از 16:30 تا 18:00,مهارتی -301,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90180,زبان خارجی,نظري,3,0,4041001,"صرفا"""" کاردانی، کارشناسی ناپیوسته و کارشناسی ورودی قبل از 1401",پنج شنبه از 12:30 تا 15:00,صفیه سیار,,50,,1404/10/20 از 16:30 تا 18:00,مهارتی -202,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
55004,زبان انگلیسی (پیش نیاز دانشگاهی),نظري,2,0,4041003,"صرفا"""" کاردانی، کارشناسی ناپیوسته و کارشناسی ورودی قبل از 1401",پنج شنبه از 15:00 تا 16:45,صفیه سیار,,50,,1404/10/17 از 16:30 تا 18:00,مهارتی -204,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
55004,زبان انگلیسی (پیش نیاز دانشگاهی),نظري,2,0,4041002,"صرفا"""" کاردانی، کارشناسی ناپیوسته و کارشناسی ورودی قبل از 1401",پنج شنبه از 09:15 تا 11:00,صفیه سیار,,50,,1404/10/17 از 16:30 تا 18:00,مهارتی -204,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
55004,زبان انگلیسی (پیش نیاز دانشگاهی),نظري,2,0,4041001,"صرفا"""" کاردانی، کارشناسی ناپیوسته و کارشناسی ورودی قبل از 1401",پنج شنبه از 12:30 تا 14:00,سیده سارا رمضانی,,50,,1404/10/17 از 16:30 تا 18:00,مهارتی -204,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90755,انقلاب اسلامی ایران,نظري,2,0,1639075517,خواهران,يكشنبه از 09:15 تا 11:00,خسرو شمسایی,,45,,1404/10/15 از 16:30 تا 18:00,مهندسی دو-20,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90755,انقلاب اسلامی ایران,نظري,2,0,1639075516,برادران,يكشنبه از 07:30 تا 09:15,خسرو شمسایی,,45,,1404/10/15 از 16:30 تا 18:00,مهندسی دو-20,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99073,اندیشه های امامین انقلاب اسلامی و وصایای حضرت امام خمینی(ره),نظري,1,0,1639907328,برادران,پنج شنبه از 11:00 تا 11:45 پنج شنبه از ...,محمدمهدی محمدی,,45,,1404/10/20 از 16:30 تا 18:00,مهندسی دو-109,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90755,انقلاب اسلامی ایران,نظري,2,0,1639075514,خواهران,پنج شنبه از 09:15 تا 11:00,محمدمهدی محمدی,,0,,1404/10/15 از 16:30 تا 18:00,مهندسی دو-109,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90755,انقلاب اسلامی ایران,نظري,2,0,1639075515,برادران,پنج شنبه از 07:30 تا 09:15,محمدمهدی محمدی,,45,,1404/10/15 از 16:30 تا 18:00,مهندسی دو-109,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99073,اندیشه های امامین انقلاب اسلامی و وصایای حضرت امام خمینی(ره),نظري,1,0,1639907317,برادران,يكشنبه از 16:45 تا 18:30,عبدالرسول خسروبیگ,,45,,1404/10/20 از 16:30 تا 18:00,علوم انسانی-8,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99073,اندیشه های امامین انقلاب اسلامی و وصایای حضرت امام خمینی(ره),نظري,1,0,1639907316,خواهران,يكشنبه از 15:00 تا 16:45,عبدالرسول خسروبیگ,,45,,1404/10/20 از 16:30 تا 18:00,علوم انسانی-8,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99073,اندیشه های امامین انقلاب اسلامی و وصایای حضرت امام خمینی(ره),نظري,1,0,1639907315,برادران,يكشنبه از 13:15 تا 15:00,عبدالرسول خسروبیگ,,45,,1404/10/20 از 16:30 تا 18:00,علوم انسانی-8,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90610,اندیشه اسلامی 1 (مبدا ومعاد),نظري,2,0,1639061023,برادران,شنبه از 15:00 تا 16:45,بهزاد محمدی,,45,,1404/10/22 از 16:30 تا 18:00,علوم انسانی-8,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99041,تاریخ تحلیلی صدر اسلام‌,نظري,2,0,1639904133,خواهران,سه شنبه از 13:15 تا 15:00,زينب اخوان صفايي,,45,,1404/10/19 از 16:30 تا 18:00,هنر و معماری-203,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99041,تاریخ تحلیلی صدر اسلام‌,نظري,2,0,1639904132,خواهران,سه شنبه از 11:00 تا 11:45 سه شنبه از ...,زينب اخوان صفايي,,40,,1404/10/19 از 16:30 تا 18:00,هنر و معماری-3,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99041,تاریخ تحلیلی صدر اسلام‌,نظري,2,0,1639904131,خواهران,سه شنبه از 09:15 تا 11:00,زينب اخوان صفايي,,40,,1404/10/19 از 16:30 تا 18:00,هنر و معماری-203,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99041,تاریخ تحلیلی صدر اسلام‌,نظري,2,0,1639904130,خواهران,سه شنبه از 07:30 تا 09:15,زينب اخوان صفايي,,40,,1404/10/19 از 16:30 تا 18:00,هنر و معماری-203,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99073,اندیشه های امامین انقلاب اسلامی و وصایای حضرت امام خمینی(ره),نظري,1,0,1639907329,برادران,پنج شنبه از 13:15 تا 15:00,مهدی خدارحیمی بوگر,,45,,1404/10/20 از 16:30 تا 18:00,مهندسی دو-110,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99073,اندیشه های امامین انقلاب اسلامی و وصایای حضرت امام خمینی(ره),نظري,1,0,1639907330,برادران-,پنج شنبه از 15:00 تا 16:45,مهدی خدارحیمی بوگر,,45,,1404/10/20 از 16:30 تا 18:00,مهندسی دو-110,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90763,تفسیر موضوعی قرآن,نظري,2,0,1639076318,خواهران,سه شنبه از 14:30 تا 16:15,سیدمحمدحسین معزی,,45,,1404/10/17 از 16:30 تا 18:00,مهارتی -204,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
98923,آیین زندگی (اخلاق کاربردی),نظري,2,0,1639892312,برادران,چهارشنبه از 15:00 تا 16:45,مرتضی حق شناس,,45,,1404/10/22 از 16:30 تا 18:00,اقتصاد ومدیریت-6,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
98923,آیین زندگی (اخلاق کاربردی),نظري,2,0,1639892311,خواهران,چهارشنبه از 09:15 تا 11:00,مرتضی حق شناس,,45,,1404/10/22 از 16:30 تا 18:00,اقتصاد ومدیریت-6,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
98923,آیین زندگی (اخلاق کاربردی),نظري,2,0,1639892310,برادران,چهارشنبه از 07:30 تا 09:15,مرتضی حق شناس,,45,,1404/10/22 از 16:30 تا 18:00,اقتصاد ومدیریت-6,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
92381,تاریخ فرهنگ و تمدن اسلام و ایران,نظري,2,0,1639238109,خواهران-ورودی جدید زبان,چهارشنبه از 11:00 تا 11:45 چهارشنبه از ...,خسرو مرادی کهواده,,0,,1404/10/25 از 16:30 تا 18:00,اقتصاد ومدیریت-5,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
92381,تاریخ فرهنگ و تمدن اسلام و ایران,نظري,2,0,1639238108,خواهران,چهارشنبه از 09:15 تا 11:00,خسرو مرادی کهواده,,45,,1404/10/25 از 16:30 تا 18:00,اقتصاد ومدیریت-5,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
92381,تاریخ فرهنگ و تمدن اسلام و ایران,نظري,2,0,1639238107,برادران,چهارشنبه از 07:30 تا 09:15,خسرو مرادی کهواده,,45,,1404/10/25 از 16:30 تا 18:00,اقتصاد ومدیریت-5,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
98841,اندیشه اسلامی 2‌ (نبوت و امامت),نظري,2,0,1639884119,خواهران,دوشنبه از 14:30 تا 16:15,مرتضی حق شناس,,45,,1404/10/18 از 16:30 تا 18:00,مهارتی -101,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
